"Sample_ID","Intervention","Type","ShiftStartTime","SampleNumber","PostIntervention","Hygiene1","Hygiene2","Hygiene3","Hygiene4","TeatN","TeatS","TeatR","TeatVR","KickOffs","Sample_Notes","MicroTests_ID","Sample","Test","Rep1","Rep2","Rep3","Rep4","Rep5","Rep6","Rep7","Rep8","Rep9","Rep10","Calculated_Average","Interventions_ID","Visit","Farm","SamplingStartDate","TrainingDate","SamplingEndDate","PredipType","PostdipType","Bleach","Detergent","Dry","Farms_ID","MilkingTimes","FarmID","MicroTests_Notes","DayFromTraining","SamplingDay"
13,1,"BTM",4/4/2017 22:00:00,"13","Yes",28,69,12,0,124,196,95,19,8,,79,13,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,1,1
14,1,"BTM",4/5/2017 6:00:00,"14","Yes",5,51,47,5,102,187,135,23,11,,80,14,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,1,1
15,1,"BTM",4/5/2017 14:00:00,"15","Yes",24,74,9,1,136,186,95,27,6,,81,15,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,1,1
16,1,"BTM",4/6/2017 22:00:00,"16","Yes",,,,,,,,,,,82,16,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,2,2
17,1,"BTM",4/7/2017 6:00:00,"17","Yes",,,,,,,,,,,83,17,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,2,2
18,1,"BTM",4/7/2017 14:00:00,"18","Yes",,,,,,,,,,,84,18,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,2,2
19,1,"BTM",4/8/2017 22:00:00,"19","Yes",,,,,,,,,,,85,19,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,3,3
20,1,"BTM",4/9/2017 6:00:00,"20","Yes",,,,,,,,,,,86,20,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,3,3
21,1,"BTM",4/9/2017 14:00:00,"21","Yes",,,,,,,,,,,87,21,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,3,3
22,1,"BTM",4/10/2017 22:00:00,"22","Yes",,,,,,,,,,,88,22,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,4,4
23,1,"BTM",4/11/2017 6:00:00,"23","Yes",,,,,,,,,,,89,23,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,4,4
24,1,"BTM",4/11/2017 14:00:00,"24","Yes",,,,,,,,,,,90,24,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,4,4
25,1,"Towel",3/29/2017 6:00:00,"1","No",,,,,,,,,,,91,25,"PSC",0.00,0.00,,,,,,,,,,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-4,1
26,1,"Towel",3/31/2017 6:00:00,"2","No",,,,,,,,,,,92,26,"PSC",0.00,0.00,,,,,,,,,,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-3,2
27,1,"Towel",4/2/2017 6:00:00,"3","No",,,,,,,,,,,93,27,"PSC",0.00,0.00,,,,,,,,,,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-2,3
28,1,"Towel",4/4/2017 6:00:00,"4","No",,,,,,,,,,,94,28,"PSC",0.00,0.00,,,,,,,,,,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-1,4
29,1,"Towel",4/5/2017 6:00:00,"5","Yes",,,,,,,,,,,95,29,"PSC",0.00,0.00,,,,,,,,,,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,1,1
30,1,"Towel",4/7/2017 6:00:00,"6","Yes",,,,,,,,,,,96,30,"PSC",0.00,0.00,,,,,,,,,,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,2,2
31,1,"Towel",4/9/2017 6:00:00,"7","Yes",,,,,,,,,,,97,31,"PSC",0.00,0.00,,,,,,,,,,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,3,3
32,1,"Towel",4/11/2017 6:00:00,"8","Yes",,,,,,,,,,,98,32,"PSC",0.00,0.00,,,,,,,,,,1,1,1,3/28/2017 0:00:00,4/4/2017 16:00:00,4/11/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,4,4
33,2,"BTM",5/5/2017 6:00:00,"1","No",,,,,,,,,,,99,33,"MSC",2.00,2.00,3.00,2.00,3.00,2.00,0.00,1.00,2.00,1.00,1.80,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
34,2,"BTM",5/5/2017 14:00:00,"2","No",,,,,,,,,,,100,34,"MSC",3.00,2.00,1.00,2.00,3.00,3.00,2.00,1.00,2.00,3.00,2.20,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
35,2,"BTM",5/5/2017 22:00:00,"3","No",,,,,,,,,,,101,35,"MSC",0.00,0.00,0.00,1.00,1.00,0.00,4.00,2.00,1.00,2.00,1.10,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
36,2,"BTM",5/5/2017 22:00:00,"4","No",,,,,,,,,,,102,36,"MSC",1.00,3.00,1.00,0.00,0.00,3.00,0.00,2.00,7.00,2.00,1.90,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
37,2,"BTM",5/7/2017 6:00:00,"5","No",,,,,,,,,,,103,37,"MSC",0.00,1.00,2.00,0.00,1.00,4.00,1.00,2.00,3.00,2.00,1.60,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
38,2,"BTM",5/7/2017 6:00:00,"6","No",,,,,,,,,,,104,38,"MSC",2.00,3.00,0.00,0.00,2.00,0.00,2.00,1.00,0.00,4.00,1.40,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
39,2,"BTM",5/7/2017 6:00:00,"7","No",,,,,,,,,,,105,39,"MSC",0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.50,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
40,2,"BTM",5/7/2017 6:00:00,"8","No",,,,,,,,,,,106,40,"MSC",1.00,0.00,0.00,3.00,0.00,1.00,1.00,1.00,2.00,3.00,1.20,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
41,2,"BTM",5/7/2017 6:00:00,"9","No",,,,,,,,,,,107,41,"MSC",0.00,3.00,2.00,2.00,3.00,1.00,1.00,0.00,1.00,2.00,1.50,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
42,2,"BTM",5/9/2017 6:00:00,"10","No",,,,,,,,,,,108,42,"MSC",2.00,2.00,0.00,2.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
43,2,"BTM",5/10/2017 22:00:00,"11","No",,,,,,,,,,,109,43,"MSC",2.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,1.00,0.70,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
44,2,"BTM",5/10/2017 22:00:00,"12","No",,,,,,,,,,,110,44,"MSC",0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.50,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
45,2,"BTM",5/10/2017 22:00:00,"13","No",,,,,,,,,,,111,45,"MSC",1.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.60,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
46,2,"BTM",5/11/2017 6:00:00,"14","No",29,181,51,2,264,685,68,10,2,,112,46,"MSC",0.00,1.00,1.00,2.00,0.00,0.00,3.00,2.00,0.00,1.00,1.00,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
47,2,"BTM",5/11/2017 6:00:00,"15","No",29,181,51,2,264,685,68,10,2,,113,47,"MSC",6.00,0.00,1.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,1.20,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
48,2,"BTM",5/11/2017 14:00:00,"16","No",29,199,29,2,266,633,113,13,15,,114,48,"MSC",1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,0.70,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
49,2,"BTM",5/11/2017 22:00:00,"17","No",54,151,51,5,320,588,116,5,4,,115,49,"MSC",1.00,1.00,0.00,1.00,2.00,4.00,0.00,1.00,2.00,0.00,1.20,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
50,2,"Towel",5/5/2017 6:00:00,"1","No",,,,,,,,,,,116,50,"MSC",36.00,34.00,,,,,,,,,,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
51,2,"Towel",5/7/2017 6:00:00,"2","No",,,,,,,,,,,117,51,"MSC",20.00,19.00,,,,,,,,,,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
52,2,"Towel",5/9/2017 6:00:00,"3","No",,,,,,,,,,,118,52,"MSC",22.00,27.00,,,,,,,,,,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
53,2,"Towel",5/11/2017 6:00:00,"4","No",,,,,,,,,,,119,53,"MSC",29.00,38.00,,,,,,,,,,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
54,2,"BTM",5/12/2017 6:00:00,"18","Yes",0,0,0,0,0,0,0,0,0,,120,54,"MSC",0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.30,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
55,2,"BTM",5/12/2017 6:00:00,"19","Yes",0,0,0,0,0,0,0,0,0,,121,55,"MSC",0.00,0.00,1.00,2.00,1.00,0.00,1.00,1.00,0.00,0.00,0.60,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
56,2,"BTM",5/12/2017 14:00:00,"20","Yes",12,187,58,3,366,410,98,10,6,,122,56,"MSC",2.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.70,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
57,2,"BTM",5/12/2017 22:00:00,"21","Yes",54,178,33,1,343,547,142,6,12,,123,57,"MSC",0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,0.40,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
58,2,"BTM",5/14/2017 6:00:00,"22","Yes",,,,,,,,,,,124,58,"MSC",0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.10,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
59,2,"BTM",5/14/2017 14:00:00,"23","Yes",,,,,,,,,,,125,59,"MSC",1.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.50,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
60,2,"BTM",5/14/2017 22:00:00,"24","Yes",,,,,,,,,,,126,60,"MSC",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.50,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
61,2,"BTM",5/16/2017 6:00:00,"25","Yes",,,,,,,,,,,127,61,"MSC",1.00,1.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.60,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
62,2,"BTM",5/16/2017 6:00:00,"26","Yes",,,,,,,,,,,128,62,"MSC",1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.30,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
63,2,"BTM",5/16/2017 14:00:00,"27","Yes",,,,,,,,,,,129,63,"MSC",0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.30,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
64,2,"BTM",5/16/2017 14:00:00,"28","Yes",,,,,,,,,,,130,64,"MSC",1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,2.00,0.00,0.60,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
65,2,"BTM",5/16/2017 14:00:00,"29","Yes",,,,,,,,,,,131,65,"MSC",1.00,1.00,0.00,1.00,0.00,3.00,0.00,1.00,1.00,0.00,0.80,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
66,2,"BTM",5/16/2017 22:00:00,"30","Yes",,,,,,,,,,,132,66,"MSC",0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.30,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
67,2,"BTM",5/18/2017 6:00:00,"31","Yes",,,,,,,,,,,133,67,"MSC",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.20,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
68,2,"BTM",5/18/2017 14:00:00,"32","Yes",,,,,,,,,,,134,68,"MSC",0.00,1.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,0.50,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
69,2,"BTM",5/18/2017 22:00:00,"33","Yes",,,,,,,,,,,135,69,"MSC",0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.50,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
70,2,"Towel",5/12/2017 6:00:00,"5","Yes",,,,,,,,,,,136,70,"MSC",10.00,7.00,,,,,,,,,,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
71,2,"Towel",5/14/2017 6:00:00,"6","Yes",,,,,,,,,,,137,71,"MSC",3.00,9.00,,,,,,,,,,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
72,2,"Towel",5/16/2017 6:00:00,"7","Yes",,,,,,,,,,,138,72,"MSC",7.00,4.00,,,,,,,,,,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
73,2,"Towel",5/18/2017 6:00:00,"8","Yes",,,,,,,,,,,139,73,"MSC",21.00,28.00,,,,,,,,,,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
33,2,"BTM",5/5/2017 6:00:00,"1","No",,,,,,,,,,,141,33,"TSC",3.00,3.00,4.00,4.00,3.00,3.00,2.00,3.00,1.00,0.00,2.60,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
34,2,"BTM",5/5/2017 14:00:00,"2","No",,,,,,,,,,,142,34,"TSC",3.00,4.00,2.00,0.00,3.00,3.00,3.00,3.00,3.00,1.00,2.50,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
35,2,"BTM",5/5/2017 22:00:00,"3","No",,,,,,,,,,,143,35,"TSC",3.00,3.00,1.00,4.00,1.00,1.00,1.00,0.00,1.00,1.00,1.60,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
36,2,"BTM",5/5/2017 22:00:00,"4","No",,,,,,,,,,,144,36,"TSC",1.00,1.00,3.00,3.00,0.00,5.00,2.00,2.00,2.00,2.00,2.10,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
37,2,"BTM",5/7/2017 6:00:00,"5","No",,,,,,,,,,,145,37,"TSC",1.00,0.00,3.00,1.00,2.00,2.00,2.00,0.00,0.00,2.00,1.30,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
38,2,"BTM",5/7/2017 6:00:00,"6","No",,,,,,,,,,,146,38,"TSC",2.00,3.00,1.00,2.00,3.00,2.00,0.00,2.00,1.00,1.00,1.70,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
39,2,"BTM",5/7/2017 6:00:00,"7","No",,,,,,,,,,,147,39,"TSC",2.00,1.00,2.00,2.00,3.00,3.00,2.00,3.00,0.00,0.00,1.80,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
40,2,"BTM",5/7/2017 6:00:00,"8","No",,,,,,,,,,,148,40,"TSC",3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.30,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
41,2,"BTM",5/7/2017 6:00:00,"9","No",,,,,,,,,,,149,41,"TSC",2.00,3.00,3.00,5.00,2.00,1.00,3.00,1.00,1.00,1.00,2.20,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
42,2,"BTM",5/9/2017 6:00:00,"10","No",,,,,,,,,,,150,42,"TSC",0.00,1.00,2.00,2.00,2.00,4.00,1.00,0.00,4.00,0.00,1.60,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
43,2,"BTM",5/10/2017 22:00:00,"11","No",,,,,,,,,,,151,43,"TSC",2.00,2.00,2.00,1.00,0.00,1.00,0.00,1.00,2.00,1.00,1.20,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
44,2,"BTM",5/10/2017 22:00:00,"12","No",,,,,,,,,,,152,44,"TSC",2.00,0.00,1.00,0.00,0.00,2.00,0.00,2.00,1.00,2.00,1.00,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
45,2,"BTM",5/10/2017 22:00:00,"13","No",,,,,,,,,,,153,45,"TSC",1.00,0.00,2.00,2.00,1.00,0.00,2.00,0.00,2.00,1.00,1.10,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
46,2,"BTM",5/11/2017 6:00:00,"14","No",29,181,51,2,264,685,68,10,2,,154,46,"TSC",0.00,1.00,2.00,2.00,1.00,2.00,3.00,0.00,0.00,1.00,1.20,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
47,2,"BTM",5/11/2017 6:00:00,"15","No",29,181,51,2,264,685,68,10,2,,155,47,"TSC",1.00,0.00,1.00,1.00,2.00,1.00,0.00,2.00,5.00,0.00,1.30,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
48,2,"BTM",5/11/2017 14:00:00,"16","No",29,199,29,2,266,633,113,13,15,,156,48,"TSC",1.00,1.00,0.00,0.00,1.00,3.00,0.00,1.00,0.00,1.00,0.80,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
49,2,"BTM",5/11/2017 22:00:00,"17","No",54,151,51,5,320,588,116,5,4,,157,49,"TSC",2.00,1.00,1.00,0.00,1.00,0.00,1.00,2.00,1.00,0.00,0.90,2,1,2,5/5/2017 0:00:00,5/12/2017 5:00:00,5/19/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
